year,state,crop,yield,avg_temp,avg_temp_min,total_rain,avg_wind
2018,WA,CORN,192.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2018,WA,CORN,257.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2018,WA,CORN,256.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2018,WA,CORN,32.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2018,WA,CORN,28.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2018,WA,CORN,29.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2022,WA,CORN,225.8,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2017,WA,CORN,227.1,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2022,WA,CORN,29.1,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2017,WA,CORN,28.6,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2022,WA,CORN,271.1,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2022,WA,CORN,19.9,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2017,WA,CORN,20.8,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2022,WA,CORN,21.4,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2017,WA,CORN,23.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2018,WA,CORN,240.8,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2017,WA,CORN,274.8,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2015,WA,CORN,245.3,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2019,WA,CORN,246.4,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2017,WA,CORN,219.4,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2015,WA,CORN,208.8,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2018,WA,CORN,198.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2017,WA,CORN,172.6,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2019,WA,CORN,218.1,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2018,WA,CORN,213.1,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2017,WA,CORN,154.6,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2016,WA,CORN,235.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2015,WA,CORN,151.3,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2018,WA,CORN,181.1,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2017,WA,CORN,296.3,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2015,WA,CORN,245.3,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2020,WA,CORN,242.8,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2018,WA,CORN,270.2,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2023,WA,CORN,232.9,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2022,WA,CORN,218.3,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2021,WA,CORN,215.9,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2020,WA,CORN,215.6,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2017,WA,CORN,202.1,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2019,WA,CORN,246.4,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2017,WA,CORN,252.9,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2015,WA,CORN,209.9,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2025,WA,CORN,264.8,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2024,WA,CORN,214.1,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2023,WA,CORN,234.1,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2022,WA,CORN,208.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2021,WA,CORN,207.9,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2017,WA,CORN,228.4,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2015,WA,CORN,200.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2023,WA,CORN,224.3,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2022,WA,CORN,215.1,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2025,WA,CORN,261.8,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2024,WA,CORN,230.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2023,WA,CORN,235.6,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2022,WA,CORN,217.4,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2021,WA,CORN,247.7,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2020,WA,CORN,219.4,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2017,WA,CORN,198.4,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2018,WA,CORN,160.3,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2017,WA,CORN,172.6,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2021,WA,CORN,224.5,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2020,WA,CORN,201.8,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2018,WA,CORN,218.5,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2025,WA,CORN,238.8,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2024,WA,CORN,241.5,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2023,WA,CORN,248.4,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2022,WA,CORN,226.7,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2021,WA,CORN,264.6,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2020,WA,CORN,234.6,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2025,WA,CORN,251.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2025,WA,CORN,235.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2025,WA,CORN,231.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2025,WA,CORN,235.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2024,WA,CORN,235.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2024,WA,CORN,250.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2024,WA,CORN,235.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2024,WA,CORN,235.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2024,WA,CORN,240.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2023,WA,CORN,240.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2023,WA,CORN,210.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2023,WA,CORN,235.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2023,WA,CORN,230.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2023,WA,CORN,220.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2022,WA,CORN,220.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2022,WA,CORN,255.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2022,WA,CORN,250.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2022,WA,CORN,240.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2022,WA,CORN,225.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2021,WA,CORN,248.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2021,WA,CORN,225.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2021,WA,CORN,225.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2021,WA,CORN,225.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2021,WA,CORN,215.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2020,WA,CORN,228.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2020,WA,CORN,240.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2020,WA,CORN,240.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2020,WA,CORN,240.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2020,WA,CORN,240.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2019,WA,CORN,237.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2019,WA,CORN,210.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2019,WA,CORN,210.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2019,WA,CORN,210.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2019,WA,CORN,200.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2018,WA,CORN,220.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2018,WA,CORN,210.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2018,WA,CORN,225.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2018,WA,CORN,230.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2018,WA,CORN,225.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2017,WA,CORN,225.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2017,WA,CORN,220.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2017,WA,CORN,225.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2017,WA,CORN,230.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2017,WA,CORN,230.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2016,WA,CORN,235.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2016,WA,CORN,225.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2016,WA,CORN,235.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2016,WA,CORN,230.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2016,WA,CORN,225.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2015,WA,CORN,215.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2015,WA,CORN,220.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2015,WA,CORN,220.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2015,WA,CORN,220.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2015,WA,CORN,220.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2022,WA,CORN,25.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2025,WA,CORN,27.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2024,WA,CORN,26.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2023,WA,CORN,24.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2022,WA,CORN,25.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2021,WA,CORN,25.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2020,WA,CORN,26.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2019,WA,CORN,23.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2018,WA,CORN,26.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2017,WA,CORN,27.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2016,WA,CORN,26.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
2015,WA,CORN,26.0,15.403287671232874,7.738630136986302,1732.8000000000002,10.654246575342466
